id,sex,birthdate,Year of birth,Age,user_name,instagram_number_of_posts,instagram_number_of_followers,instagram_average_number_of_comments,instagram_average_number_of_reactions,instagram_average_engagement,instagram_average_engagement_rate
8733,female,21/08/1999,1999,18,insta_8733,15,250,"8,133333333","68,53333333","76,66666667","0,3066666667"
7052,female,04/09/1999,1999,18,insta_7052,26,251,"2,269230769","32,84615385","35,11538462","0,1399019307"
2374,female,07/07/1999,1999,18,insta_2374,36,252,"1,333333333","28,58333333","29,91666667","0,1187169312"
9327,female,21/12/1999,1999,18,insta_9327,22,254,"5,181818182","87,77272727","92,95454545","0,3659627774"
11323,female,13/08/1999,1999,18,insta_11323,2,255,0,"6,5","6,5","0,02549019608"
2034,female,20/06/1999,1999,18,insta_2034,11,257,"5,727272727","85,27272727",91,"0,3540856031"
10127,female,12/06/1999,1999,18,insta_10127,99,261,"2,292929293","41,07070707","43,36363636","0,1661442006"
13308,male,08/09/1999,1999,18,insta_13308,23,261,"0,4782608696","8,043478261","8,52173913","0,0326503415"
15772,female,17/05/2000,2000,18,insta_15772,4,263,0,14,14,"0,05323193916"
1071,female,02/10/1999,1999,18,insta_1071,7,266,"2,285714286","29,14285714","31,42857143","0,1181525242"
3556,female,10/09/1999,1999,18,insta_3556,2,267,"12,5","62,5",75,"0,2808988764"
2881,female,17/06/1999,1999,18,insta_2881,37,271,"1,837837838","18,56756757","20,40540541","0,07529669891"
7721,female,22/10/1999,1999,18,insta_7721,13,272,"2,692307692","57,46153846","60,15384615","0,2211538462"
16125,male,30/04/2000,2000,18,insta_16125,2,274,"5,5","56,5",62,"0,2262773723"
2818,female,25/11/1999,1999,18,insta_2818,1,276,2,11,13,"0,04710144928"
14055,female,23/11/1999,1999,18,insta_14055,21,282,"0,09523809524","16,52380952","16,61904762","0,05893279298"
12281,female,11/11/1999,1999,18,insta_12281,49,283,"3,306122449","468,1836735","471,4897959","1,666041682"
4033,female,30/08/1999,1999,18,insta_4033,9,287,"8,333333333","45,33333333","53,66666667","0,1869918699"
8307,female,17/10/1999,1999,18,insta_8307,1,288,16,115,131,"0,4548611111"
3438,female,06/10/1999,1999,18,insta_3438,11,289,"4,181818182","49,45454545","53,63636364","0,1855929538"
14622,female,02/01/2000,2000,18,insta_14622,33,289,"5,363636364","47,81818182","53,18181818","0,1840201321"
4035,female,05/08/1999,1999,18,insta_4035,26,290,"1,653846154","71,46153846","73,11538462","0,2521220159"
8744,female,05/12/1999,1999,18,insta_8744,15,290,"0,8666666667","46,46666667","47,33333333","0,1632183908"
5170,female,29/09/1999,1999,18,insta_5170,4,293,"0,75",58,"58,75","0,2005119454"
13647,female,08/06/2000,2000,18,insta_13647,3,293,1,"25,33333333","26,33333333","0,08987485779"
13183,female,03/06/2000,2000,18,insta_13183,40,295,"3,95","66,7","70,65","0,2394915254"
7041,female,15/09/1999,1999,18,insta_7041,4,298,"24,5","59,5",84,"0,2818791946"
3705,female,08/12/1999,1999,18,insta_3705,78,299,"1,025641026","22,44871795","23,47435897","0,07850956179"
13705,male,04/01/2000,2000,18,insta_13705,100,299,"2,38","24,06","26,44","0,08842809365"
5051,female,14/08/1999,1999,18,insta_5051,8,301,"2,125","14,75","16,875","0,05606312292"
4151,female,11/10/1999,1999,18,insta_4151,5,302,"1,4","43,6",45,"0,1490066225"
8579,female,27/12/1999,1999,18,insta_8579,76,302,3,"79,85526316","82,85526316","0,274355176"
2847,female,17/10/1999,1999,18,insta_2847,11,305,"2,090909091","51,45454545","53,54545455","0,1755588674"
4552,female,31/12/1999,1999,18,insta_4552,3,309,"5,666666667","95,66666667","101,3333333","0,3279395901"
13227,female,22/12/1999,1999,18,insta_13227,62,309,"4,129032258","58,32258065","62,4516129","0,2021087796"
6855,male,01/10/1999,1999,18,insta_6855,18,310,"2,611111111","29,16666667","31,77777778","0,1025089606"
6985,female,09/08/1999,1999,18,insta_6985,15,311,"1,933333333","72,73333333","74,66666667","0,2400857449"
12276,female,12/12/1999,1999,18,insta_12276,4,311,"1,5","54,75","56,25","0,1808681672"
12337,male,19/11/1999,1999,18,insta_12337,98,312,"2,387755102","51,16326531","53,55102041","0,1716378859"
14114,female,24/05/2000,2000,18,insta_14114,33,314,"0,696969697","34,27272727","34,96969697","0,1113684617"
14268,female,31/08/1999,1999,18,insta_14268,51,319,"1,019607843","55,15686275","56,17647059","0,1761017887"
3659,female,10/06/1999,1999,18,insta_3659,100,320,"2,04","52,5","54,54","0,1704375"
3834,female,02/09/1999,1999,18,insta_3834,100,320,"2,06","47,15","49,21","0,15378125"
12027,female,25/10/1999,1999,18,insta_12027,11,320,"0,5454545455","27,54545455","28,09090909","0,08778409091"
2425,female,04/11/1999,1999,18,insta_2425,21,321,"1,142857143","24,42857143","25,57142857","0,07966177125"
9185,female,26/08/1999,1999,18,insta_9185,31,323,"2,387096774","53,4516129","55,83870968","0,1728752622"
9400,female,18/09/1999,1999,18,insta_9400,46,323,"1,956521739","60,26086957","62,2173913","0,1926235025"
2453,female,20/07/1999,1999,18,insta_2453,37,332,"7,918918919","101,4594595","109,3783784","0,3294529469"
1713,female,16/09/1999,1999,18,insta_1713,17,335,"17,29411765","50,58823529","67,88235294","0,2026338894"
5845,female,12/11/1999,1999,18,insta_5845,100,336,"1,91","45,45","47,36","0,140952381"
12510,female,11/11/1999,1999,18,insta_12510,53,336,"0,1698113208","8,716981132","8,886792453","0,02644878706"
5304,female,20/08/1999,1999,18,insta_5304,33,337,"1,515151515","38,66666667","40,18181818","0,1192338818"
9019,female,19/09/1999,1999,18,insta_9019,58,337,"4,913793103","79,87931034","84,79310345","0,2516115829"
12522,female,30/11/1999,1999,18,insta_12522,4,337,"11,25",92,"103,25","0,306379822"
13942,female,10/03/2000,2000,18,insta_13942,14,337,"12,85714286","69,71428571","82,57142857","0,2450190759"
2689,female,28/10/1999,1999,18,insta_2689,11,339,"5,090909091","30,54545455","35,63636364","0,1051220166"
12529,female,03/07/1999,1999,18,insta_12529,77,339,"1,844155844","47,07792208","48,92207792","0,1443129142"
4724,female,03/09/1999,1999,18,insta_4724,100,340,"2,38","76,76","79,14","0,2327647059"
3196,female,16/11/1999,1999,18,insta_3196,14,342,"33,5","174,0714286","207,5714286","0,6069340017"
333,female,01/11/1999,1999,18,insta_333,71,344,"3,661971831","90,26760563","93,92957746","0,2730510973"
5161,female,06/09/1999,1999,18,insta_5161,17,344,"4,058823529","88,88235294","92,94117647","0,2701778386"
8410,female,29/08/1999,1999,18,insta_8410,4,346,"0,5",41,"41,5","0,1199421965"
2979,female,24/07/1999,1999,18,insta_2979,20,348,"11,5","52,8","64,3","0,1847701149"
5311,female,16/10/1999,1999,18,insta_5311,17,348,"5,882352941","65,88235294","71,76470588","0,2062204192"
13329,female,14/04/2000,2000,18,insta_13329,100,348,"4,7","69,44","74,14","0,213045977"
10384,female,21/07/1999,1999,18,insta_10384,33,349,"6,424242424","36,78787879","43,21212121","0,1238169662"
12976,female,19/09/1999,1999,18,insta_12976,30,350,"4,6","120,5333333","125,1333333","0,3575238095"
4460,female,23/12/1999,1999,18,insta_4460,52,351,"5,961538462","57,92307692","63,88461538","0,1820074512"
13363,female,28/04/2000,2000,18,insta_13363,3,356,"7,333333333","20,33333333","27,66666667","0,07771535581"
9106,female,20/07/1999,1999,18,insta_9106,17,359,"2,705882353","47,47058824","50,17647059","0,1397673275"
3311,female,01/12/1999,1999,18,insta_3311,5,360,3,"80,4","83,4","0,2316666667"
4740,female,02/07/1999,1999,18,insta_4740,1,361,6,120,126,"0,3490304709"
2236,female,29/08/1999,1999,18,insta_2236,35,364,"18,4","95,88571429","114,2857143","0,3139717425"
12183,female,29/06/1999,1999,18,insta_12183,19,365,"5,473684211","40,52631579",46,"0,1260273973"
4446,female,10/11/1999,1999,18,insta_4446,57,367,"2,701754386","53,38596491","56,0877193","0,152827573"
9199,female,09/08/1999,1999,18,insta_9199,1,368,2,45,47,"0,1277173913"
9629,female,06/09/1999,1999,18,insta_9629,12,372,"4,583333333","71,58333333","76,16666667","0,2047491039"
13464,female,15/11/1999,1999,18,insta_13464,100,372,"1,59","44,18","45,77","0,1230376344"
4652,female,23/06/1999,1999,18,insta_4652,89,375,"1,685393258","54,71910112","56,40449438","0,150411985"
6221,female,22/10/1999,1999,18,insta_6221,6,376,5,89,94,"0,25"
13167,female,02/11/1999,1999,18,insta_13167,66,376,"2,151515152","78,37878788","80,53030303","0,2141763378"
3392,female,09/08/1999,1999,18,insta_3392,27,377,"12,66666667","24,92592593","37,59259259","0,09971509972"
14494,female,27/09/1999,1999,18,insta_14494,1,377,12,49,61,"0,1618037135"
13496,female,24/05/2000,2000,18,insta_13496,1,379,16,135,151,"0,3984168865"
5142,female,30/10/1999,1999,18,insta_5142,53,384,"1,641509434","44,18867925","45,83018868","0,1193494497"
9042,female,01/10/1999,1999,18,insta_9042,36,384,"15,75","128,8611111","144,6111111","0,3765914352"
14436,female,10/01/2000,2000,18,insta_14436,23,385,1,"27,34782609","28,34782609","0,07363071711"
11674,female,30/11/1999,1999,18,insta_11674,7,386,"5,428571429","70,42857143","75,85714286","0,1965210955"
6203,female,10/06/1999,1999,18,insta_6203,100,387,"0,85","13,78","14,63","0,03780361757"
11872,female,11/08/1999,1999,18,insta_11872,2,387,"1,5","47,5",49,"0,1266149871"
3788,female,10/11/1999,1999,18,insta_3788,22,388,"2,727272727","58,68181818","61,40909091","0,1582708529"
6324,female,14/10/1999,1999,18,insta_6324,6,389,"14,83333333","93,66666667","108,5","0,2789203085"
4189,female,25/09/1999,1999,18,insta_4189,18,400,"2,277777778","84,5","86,77777778","0,2169444444"
3835,female,09/10/1999,1999,18,insta_3835,6,405,"4,666666667","110,1666667","114,8333333","0,2835390947"
9706,female,17/06/1999,1999,18,insta_9706,3,406,"1,333333333","27,66666667",29,"0,07142857143"
4674,female,10/08/1999,1999,18,insta_4674,100,407,"4,91","58,98","63,89","0,156977887"
3427,female,10/12/1999,1999,18,insta_3427,11,414,"4,454545455",95,"99,45454545","0,2402283707"
14720,female,12/06/1999,1999,18,insta_14720,80,414,"5,7","68,575","74,275","0,1794082126"
4799,female,24/06/1999,1999,18,insta_4799,15,416,"4,066666667","46,13333333","50,2","0,1206730769"
2969,female,31/10/1999,1999,18,insta_2969,7,419,1,"65,71428571","66,71428571","0,1592226389"
1424,female,16/12/1999,1999,18,insta_1424,83,423,"5,638554217","69,98795181","75,62650602","0,1787860663"
11326,female,30/09/1999,1999,18,insta_11326,8,423,"5,5","69,375","74,875","0,1770094563"
2697,female,04/09/1999,1999,18,insta_2697,37,424,"10,2972973","165,6756757","175,972973","0,4150305966"
6262,female,22/12/1999,1999,18,insta_6262,5,424,12,"77,4","89,4","0,2108490566"
14918,female,18/03/2000,2000,18,insta_14918,7,424,0,"16,42857143","16,42857143","0,03874663073"
2046,female,13/11/1999,1999,18,insta_2046,100,425,"1,17","22,71","23,88","0,05618823529"
9016,female,23/08/1999,1999,18,insta_9016,36,427,"1,833333333","38,63888889","40,47222222","0,09478272183"
5980,female,14/12/1999,1999,18,insta_5980,17,428,4,"53,41176471","57,41176471","0,1341396372"
15828,female,09/06/1999,1999,18,insta_15828,100,430,"1,28","43,39","44,67","0,1038837209"
14890,male,27/12/1999,1999,18,insta_14890,46,431,"1,608695652","76,91304348","78,52173913","0,1821850096"
4829,female,10/07/1999,1999,18,insta_4829,20,433,"2,75","72,9","75,65","0,1747113164"
13257,female,27/04/2000,2000,18,insta_13257,7,434,"2,142857143",61,"63,14285714","0,1454904542"
6596,female,19/12/1999,1999,18,insta_6596,26,442,"3,961538462","79,11538462","83,07692308","0,1879568395"
8132,female,04/10/1999,1999,18,insta_8132,100,442,"1,56","26,68","28,24","0,06389140271"
10455,male,23/12/1999,1999,18,insta_10455,39,443,"1,128205128","22,43589744","23,56410256","0,05319210511"
11305,female,30/07/1999,1999,18,insta_11305,9,447,"3,444444444","58,66666667","62,11111111","0,1389510316"
11447,female,17/11/1999,1999,18,insta_11447,18,447,"5,944444444","190,8888889","196,8333333","0,4403430276"
977,male,28/06/1999,1999,18,insta_977,1,448,53,68,121,"0,2700892857"
3232,female,14/10/1999,1999,18,insta_3232,25,448,"2,36","81,16","83,52","0,1864285714"
4379,female,26/10/1999,1999,18,insta_4379,9,448,"0,8888888889","56,44444444","57,33333333","0,1279761905"
4925,female,07/09/1999,1999,18,insta_4925,2,449,"8,5",55,"63,5","0,1414253898"
4948,female,12/08/1999,1999,18,insta_4948,35,451,"2,914285714","62,82857143","65,74285714","0,1457713019"
2816,female,22/10/1999,1999,18,insta_2816,1,453,1,68,69,"0,1523178808"
5559,female,05/12/1999,1999,18,insta_5559,6,453,"5,166666667","52,5","57,66666667","0,1272994849"
13302,female,26/03/2000,2000,18,insta_13302,12,457,"9,083333333",82,"91,08333333","0,1993070751"
5025,female,21/06/1999,1999,18,insta_5025,3,458,"3,666666667",86,"89,66666667","0,1957787482"
9575,female,23/07/1999,1999,18,insta_9575,9,459,"3,666666667",68,"71,66666667","0,1561365287"
14998,female,05/12/1999,1999,18,insta_14998,7,459,"8,714285714","215,4285714","224,1428571","0,4883286648"
9555,female,15/09/1999,1999,18,insta_9555,6,460,"2,833333333","22,33333333","25,16666667","0,05471014493"
14821,female,29/04/2000,2000,18,insta_14821,3,460,"2,333333333","48,66666667",51,"0,1108695652"
3964,female,31/08/1999,1999,18,insta_3964,3,461,3,191,194,"0,420824295"
13420,female,28/10/1999,1999,18,insta_13420,19,463,5,"150,7894737","155,7894737","0,3364783449"
1164,female,27/07/1999,1999,18,insta_1164,71,469,"4,816901408","103,3943662","108,2112676","0,2307276495"
6225,female,03/11/1999,1999,18,insta_6225,63,469,"1,825396825","59,66666667","61,49206349","0,1311131418"
6826,female,04/07/1999,1999,18,insta_6826,2,469,"4,5",33,"37,5","0,07995735608"
3269,female,06/12/1999,1999,18,insta_3269,3,471,15,"171,3333333","186,3333333","0,3956121727"
5407,female,27/06/1999,1999,18,insta_5407,1,471,0,6,6,"0,0127388535"
1197,female,05/09/1999,1999,18,insta_1197,16,473,"2,5625","52,875","55,4375","0,1172040169"
5232,female,22/11/1999,1999,18,insta_5232,100,474,"2,84","39,75","42,59","0,08985232068"
14253,female,12/11/1999,1999,18,insta_14253,1,475,1,37,38,"0,08"
2636,male,27/11/1999,1999,18,insta_2636,17,478,"4,470588235","93,47058824","97,94117647","0,2048978587"
2535,female,06/10/1999,1999,18,insta_2535,84,483,"1,511904762","46,60714286","48,11904762","0,09962535739"
3245,female,15/10/1999,1999,18,insta_3245,6,486,"3,666666667","84,5","88,16666667","0,1814128944"
964,female,18/07/1999,1999,18,insta_964,45,487,"9,044444444","326,6666667","335,7111111","0,6893451974"
6082,female,14/09/1999,1999,18,insta_6082,100,487,"1,01","50,39","51,4","0,1055441478"
15189,female,18/02/2000,2000,18,insta_15189,40,488,"2,925","55,2","58,125","0,1191086066"
15234,female,14/03/2000,2000,18,insta_15234,100,488,"1,85","31,6","33,45","0,06854508197"
9698,female,22/11/1999,1999,18,insta_9698,55,489,"3,090909091","43,78181818","46,87272727","0,095854248"
2865,female,10/12/1999,1999,18,insta_2865,13,495,"3,153846154","49,38461538","52,53846154","0,1061383061"
9597,female,13/06/1999,1999,18,insta_9597,40,495,"4,725","124,05","128,775","0,2601515152"
4580,female,22/07/1999,1999,18,insta_4580,131,497,"1,618320611","69,97709924","71,59541985","0,1440551707"
5343,female,28/06/1999,1999,18,insta_5343,79,497,"4,278481013","82,96202532","87,24050633","0,175534218"
1275,female,22/12/1999,1999,18,insta_1275,100,504,"0,55","40,62","41,17","0,08168650794"
9163,female,12/11/1999,1999,18,insta_9163,46,504,"8,086956522","73,54347826","81,63043478","0,1619651484"
6891,female,27/10/1999,1999,18,insta_6891,3,505,0,"16,66666667","16,66666667","0,03300330033"
15503,female,20/09/1999,1999,18,insta_15503,22,505,"2,818181818","59,36363636","62,18181818","0,1231323132"
161,male,23/07/1999,1999,18,insta_161,100,509,"1,98","62,17","64,15","0,1260314342"
2347,female,28/06/1999,1999,18,insta_2347,100,514,"3,62","56,9","60,52","0,1177431907"
3312,female,05/07/1999,1999,18,insta_3312,80,515,"5,2875","108,7","113,9875","0,2213349515"
15903,female,13/05/2000,2000,18,insta_15903,20,515,"6,75","132,7","139,45","0,270776699"
2055,female,06/07/1999,1999,18,insta_2055,100,519,"8,46","82,6","91,06","0,1754527938"
2916,female,27/09/1999,1999,18,insta_2916,30,520,"5,266666667","87,3","92,56666667","0,1780128205"
7089,male,16/08/1999,1999,18,insta_7089,3,520,"12,33333333","158,6666667",171,"0,3288461538"
14555,female,15/06/1999,1999,18,insta_14555,31,520,"8,290322581","75,09677419","83,38709677","0,1603598015"
5373,female,14/11/1999,1999,18,insta_5373,100,521,"3,89","47,25","51,14","0,09815738964"
6053,female,05/07/1999,1999,18,insta_6053,40,522,"11,9","196,9","208,8","0,4"
7059,female,20/12/1999,1999,18,insta_7059,53,522,"4,716981132","75,03773585","79,75471698","0,1527868141"
13240,female,26/05/2000,2000,18,insta_13240,9,522,"8,444444444","79,22222222","87,66666667","0,1679438059"
14557,female,18/08/1999,1999,18,insta_14557,100,524,"1,24","95,1","96,34","0,1838549618"
9509,female,14/07/1999,1999,18,insta_9509,9,527,"1,111111111","53,55555556","54,66666667","0,1037318153"
7905,female,20/08/1999,1999,18,insta_7905,3,531,10,"96,33333333","106,3333333","0,2002510986"
4305,female,26/07/1999,1999,18,insta_4305,2,532,5,47,52,"0,0977443609"
6500,female,08/07/1999,1999,18,insta_6500,74,534,"0,7567567568","31,47297297","32,22972973","0,06035529912"
4831,female,10/08/1999,1999,18,insta_4831,41,535,"2,12195122","33,70731707","35,82926829","0,06697059494"
6302,female,31/07/1999,1999,18,insta_6302,69,535,"3,565217391","100,6231884","104,1884058","0,1947446837"
15625,female,05/12/1999,1999,18,insta_15625,2,538,"22,5",224,"246,5","0,4581784387"
670,female,19/07/1999,1999,18,insta_670,10,543,"3,6","174,5","178,1","0,3279926335"
15227,female,07/10/1999,1999,18,insta_15227,2,543,0,"140,5","140,5","0,258747698"
6730,female,24/10/1999,1999,18,insta_6730,6,545,"9,5","66,66666667","76,16666667","0,1397553517"
2395,female,06/09/1999,1999,18,insta_2395,98,546,"0,3163265306","11,06122449","11,37755102","0,02083800553"
10677,male,18/09/1999,1999,18,insta_10677,6,547,"2,833333333",72,"74,83333333","0,1368068251"
9341,female,23/11/1999,1999,18,insta_9341,5,549,"23,2","134,4","157,6","0,2870673953"
2430,female,08/07/1999,1999,18,insta_2430,100,552,"10,45","164,18","174,63","0,3163586957"
9421,female,25/08/1999,1999,18,insta_9421,15,557,"22,8",123,"145,8","0,2617594255"
3734,female,07/12/1999,1999,18,insta_3734,25,558,"8,16","101,56","109,72","0,1966308244"
4508,female,08/09/1999,1999,18,insta_4508,88,558,"8,568181818","116,2840909","124,8522727","0,2237495927"
13081,female,10/04/2000,2000,18,insta_13081,100,562,"6,6","89,86","96,46","0,1716370107"
10492,female,16/06/1999,1999,18,insta_10492,4,563,11,131,142,"0,2522202487"
11309,female,10/08/1999,1999,18,insta_11309,19,563,"2,894736842","43,78947368","46,68421053","0,08292044498"
12732,female,18/07/1999,1999,18,insta_12732,5,567,"1,6","10,6","12,2","0,02151675485"
5283,female,24/07/1999,1999,18,insta_5283,100,568,"6,2","161,13","167,33","0,2945950704"
14106,female,01/08/1999,1999,18,insta_14106,100,569,"4,96","97,58","102,54","0,1802108963"
16177,female,20/10/1999,1999,18,insta_16177,4,569,1,"65,5","66,5","0,1168717047"
6563,female,04/12/1999,1999,18,insta_6563,21,572,"5,761904762","78,28571429","84,04761905","0,1469363969"
3657,female,10/07/1999,1999,18,insta_3657,1,575,1,15,16,"0,02782608696"
